TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_1,AUX_2,AUX_3,AUX_4,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,Optics1,Optics2,Optics3,Optics4,Optics5,Optics6,Optics7,Optics8,Optics9,Optics10,Optics11,Optics12,Optics13,Optics14,Optics15,Optics16,Heart_Rate,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2026-01-16 05:43:44.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected MuseS-0465
2026-01-16 05:43:44.046,0.46451873,0.0,0.0,0.0,0.73499185,0.0,0.0,0.0,0.821571,0.0,0.0,0.0,0.70201683,0.0,0.0,0.0,0.6189439,0.0,0.0,0.0,752.74677,795.84937,793.6367,753.10077,820.71967,807.35516,823.9944,1450.0,-0.99627685546875,0.02740478515625,0.08502197265625,0.04486083984375,-0.88226318359375,-0.0299072265625,4.967595069499082,5.653600362396586,3.52701142026083,3.7612950909567746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.24506,1,2.0,4.0,1.0,2.0,52.12
2026-01-16 05:43:44.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-01-16 05:43:44.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-01-16 05:43:45.059,0.46451873,0.0,0.0,0.0,0.73499185,0.0,0.0,0.0,0.821571,0.0,0.0,0.0,0.70201683,0.0,0.0,0.0,0.6189439,0.0,0.0,0.0,703.18317,697.6073,721.94653,705.6614,762.3054,756.287,748.941,1350.5188,-1.00994873046875,0.03363037109375,0.06195068359375,-1.173858642578125,-2.4224853515625,2.7813720703125,4.957463223899101,5.637517583386978,3.515628352764466,3.748935460029087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.59195,1,2.0,4.0,4.0,2.0,52.12
2026-01-16 05:43:45.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-01-16 05:43:45.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-01-16 05:43:45.741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-01-16 05:43:46.072,0.46451873,0.0,0.0,0.0,0.73499185,0.0,0.0,0.0,0.821571,0.0,0.0,0.0,0.70201683,0.0,0.0,0.0,0.6189439,0.0,0.0,0.0,770.62506,744.6927,1072.6088,764.07556,772.5722,769.0319,757.34906,1317.5945,0.2373046875,0.8875732421875,0.62811279296875,-3.147735595703125,-1.472930908203125,30.40069580078125,4.967137305390649,5.624486565100255,3.5167575042319337,3.733463033164056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.53042,1,2.0,4.0,1.0,2.0,52.12
2026-01-16 05:43:46.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-01-16 05:43:46.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
