TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_1,AUX_2,AUX_3,AUX_4,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,Optics1,Optics2,Optics3,Optics4,Optics5,Optics6,Optics7,Optics8,Optics9,Optics10,Optics11,Optics12,Optics13,Optics14,Optics15,Optics16,Heart_Rate,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2026-01-29 05:11:31.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected MuseS-0465
2026-01-29 05:11:31.401,0.2724856,0.29687068,-0.4200279,0.11399042,-0.27259818,-0.12243477,-0.63715017,-0.23338284,0.19616203,-0.17054623,-0.18883306,0.24745603,0.5102143,0.028085858,0.01875504,0.28781122,0.22632693,0.03133038,0.07335302,-0.08742357,698.3153,713.62695,716.0166,693.6245,745.66626,744.7812,724.69025,1126.0667,0.10479736328125,0.037109375,1.0167236328125,0.299072265625,-0.7177734375,-0.067291259765625,5.20099372958539,5.477574803900532,3.7233617051713037,3.6114841570703096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.739838,1,1.0,1.0,1.0,1.0,63.04
2026-01-29 05:11:32.414,0.5040395,0.5784755,-0.45986918,0.5437193,0.38908574,0.19562463,-0.45430055,0.4455815,0.6753345,-0.12346437,-0.07281931,0.48317954,0.44934908,-0.004342363,0.036254995,0.32440972,0.22155693,-0.1426867,-0.08626765,-0.019787325,731.3282,740.00183,727.3454,732.30176,639.9896,615.2078,645.83105,1247.4089,0.0987548828125,0.03216552734375,1.0152587890625,0.560760498046875,-0.740203857421875,0.2093505859375,5.208623131392605,5.482121927377632,3.725101208783349,3.611423121855852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.22119,1,1.0,1.0,1.0,1.0,63.00
2026-01-29 05:11:32.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-01-29 05:11:33.414,0.5790339,0.32481354,0.2796664,0.45146483,0.31968644,-0.09356347,-0.23523584,0.14991312,0.49443182,-0.52482706,0.008917542,0.2455111,0.32314974,-0.25310105,-0.13500911,0.010292079,0.12799305,-0.38543138,-0.24565737,-0.11281729,723.5397,713.1844,714.9545,729.29254,795.93787,798.6816,806.91266,1450.0,0.15313720703125,0.0889892578125,1.01812744140625,0.4486083984375,3.00567626953125,4.8748779296875,5.190404119876976,5.467870204801755,3.7025486970412227,3.5947299907016665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.62602,1,1.0,1.0,1.0,1.0,63.00
2026-01-29 05:11:34.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2026-01-29 05:11:34.421,0.63123524,0.27982795,0.2635753,0.5351903,0.4876372,0.21226281,-0.2673243,-0.107004054,0.7628678,0.7135926,0.34919634,0.14596343,1.0672112,0.65645385,0.15701686,-0.07255182,0.9796864,0.06756416,-0.15641785,-0.007896617,733.8064,715.30853,726.1063,748.8525,547.0579,533.605,609.98596,851.25433,0.15374755859375,0.0587158203125,1.0595703125,-2.474822998046875,11.267547607421875,-4.912261962890625,5.1846668097179505,5.460759602317431,3.6889988794316095,3.5820346660944615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.16518,1,1.0,1.0,1.0,1.0,63.00
2026-01-29 05:11:35.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2026-01-29 05:11:35.426,1.3173258,0.7018736,0.9789203,0.5351903,1.1527371,0.5037013,0.3442089,-0.107004054,1.0028977,0.7135926,0.7298055,0.14596343,0.74919236,0.36838067,0.13324322,-0.07255182,0.6510515,-0.09853132,-0.22635646,-0.007896617,732.9213,715.9281,726.2833,724.77875,793.6367,793.10565,802.8414,1450.0,-0.2135009765625,0.00177001953125,0.94976806640625,-1.2261962890625,-5.779571533203125,-5.719757080078125,5.231877548100994,5.501988889683618,3.740756741291753,3.624332069713659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.2785,1,1.0,1.0,1.0,1.0,63.00
2026-01-29 05:11:36.435,1.369443,0.988714,1.3064989,0.5351903,1.2234743,0.6720248,0.72407115,-0.107004054,1.2954726,0.24213731,0.7805148,0.14596343,0.7285072,-0.033198185,0.0071523325,-0.07255182,0.5947431,-0.034997184,-0.24446164,-0.007896617,719.8224,722.38904,704.42224,697.8728,607.15375,600.25024,672.56,869.39813,-0.162109375,0.1204833984375,1.06072998046875,-2.041168212890625,-2.930908203125,-3.401947021484375,5.246434446749159,5.5149893903631115,3.75287223136161,3.633945115990749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.2785,1,1.0,1.0,1.0,1.0,63.00
2026-01-29 05:11:37.442,1.3294935,0.64193857,0.7511056,0.5351903,1.2092342,0.25524667,0.54624486,-0.107004054,1.2954726,0.1829067,0.44361895,0.14596343,0.8473786,0.023362301,0.2538684,-0.07255182,0.70462924,-0.091717534,-0.035273783,-0.007896617,742.303,736.01904,719.0258,730.6202,726.8144,723.0971,737.5237,1450.0,-0.3287353515625,-0.167724609375,0.942626953125,3.641204833984375,7.379608154296875,0.740203857421875,5.212529385117898,5.496221061917364,3.712985718713492,3.609714135851036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.943447,1,1.0,1.0,1.0,1.0,62.99
